id,sentence,total_fix_dur
876,"As their desire for wealth grows, they discard spiritual and creative values. ",2034.6111111111113
877,"Two weeks later she married Michael Jackson on May 18, 1994. ",1305.1176470588236
878,He played a snobby bully opposite Mickey Rooney. ,943.7058823529412
879,"At home, he and his family spoke Quebec French. ",1066.8235294117646
880,"He was born in Overisel, Michigan. ",736.3888888888889
881,In 1955 Ferrer directed himself in The Shrike. ,1898.1875
882,"He coached at Winston-Salem State University from 1946 to 1993, compiling a 828-447 record. ",2933.9375
883,"Marvin Pierce Bush (born October 22, 1956) is the youngest son of George H. ",1509.3888888888887
884,"Jeb Bush was born in Midland, Texas, where his father was running an oil drilling company. ",1590.1111111111115
885,"He served in the United States Army in World War II, then got a law degree from Tulane University. ",1617.4117647058824
886,"Reagan was reelected in a landslide in the 1984 presidential election, defeating Carter's Vice President Walter Mondale by winning 49 of 50 states and receiving nearly 60 percent of the popular vote. ",3715.294117647059
887,Shortly afterwards he retired from the Army as a brevet major. ,1212.7222222222222
888,"In 1964 she went to Reprise again, shifting the next year to Dot Records. ",1735.4444444444446
889,"In 1946, Representative James Michael Curley vacated his seat in an overwhelmingly Democratic district to become mayor of Boston and Kennedy ran for that seat, beating his Republican opponent by a large margin. ",3634.666666666668
890,"After earning his degree, Bush went to work in an entry level position in the international division of Texas Commerce Bank, which was run by Ben Love. ",2257.7222222222217
891,"She was named after Margaret Marge Groening, mother of Matt Groening, creator of The Simpsons. ",2096.4444444444443
892,"Though these requests were initially laughed off by Reagan, he says in his autobiography, he eventually gave in, after countless sleepless nights."""" His paternal great-grandfather, Michael Reagan, immigrated to the United States from Ballyporeen, County Tipperary, Ireland in the 1860s. ",5164.277777777779
893,"This can in part be traced to statements from Kurt Ludecke, Germany's representative to the U.S. ",2731.166666666667
894,"His mother Jacqueline Kennedy was married to Greek shipping tycoon Aristotle Onassis from 1968 until Onassis's death in 1975, when John was 14 years old. ",4132.8125
895,"Christian signed Struensee's arrest warrant with indifference, and under pressure from his paternal grandmother, Sophie Magdalene of Brandenburg-Kulmbach, who had led the movement to have the marriage dissolved. ",4093.75
896,She has authored or co-authored eight books and numerous articles. ,1354.235294117647
897,"In 1964 she went to Reprise again, shifting the next year to Dot Records. ",2139.9444444444443
898,Over the years he has become one of the notable dads in television and the possible template for most bumbling albeit well-meaning fathers. ,2222.611111111111
899,He is named for his maternal grandfather. ,1020.3333333333333
900,Jack didn't start to learn English until the age of six. ,966.8823529411766
901,HCC is a publicly traded insurance company on the New York Stock Exchange. ,1514.2777777777778
902,"Erasmus Darwin (December 12, 1731 – April 18, 1802) trained as a physician and wrote extensively on medicine and botany, as well as poetry. ",2591.2222222222226
903,"He died in Springport, New York in 1815. ",1027.5
904,His nickname is Johnny B. ,583.5
905,"By most accounts, Aristotle Onassis did not play a particularly significant role in young John's life. ",1761.8125
906,"At the urging of his wife, Columba, a devout Mexican Catholic, the Protestant Bush became a Roman Catholic. ",2221.111111111111
907,"After many football insiders criticized Manning for being 0-3 in the playoffs, he won his first NFL playoff game against the Denver Broncos on January 4, 2004. ",4198.5
908,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",3619.944444444445
909,"His schooling ended at ten and at 12 he became an apprentice to his brother James, a printer who published the New England Courant. ",2374.4705882352932
910,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school. ",2362.0
911,"Bush and Barbara Pierce, and brother of George W., John (Jeb), Neil and Dorothy. ",1596.9999999999995
912,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines. ",5549.333333333333
913,"In 1954 she, along with Bing Crosby, Danny Kaye, and Vera-Ellen, starred in the movie White Christmas. ",2458.444444444444
914,"After two years of toiling in California he began passage home, by ship, to retrieve his family in New York. ",2414.4999999999995
915,He shared the honor with Tennessee Titans quarterback Steve McNair. ,1417.0
916,"John Ellis ""Jeb"" Bush (born February 11, 1953), a Republican, is the forty-third and current Governor of Florida. ",2017.3888888888887
917,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",6737.2222222222235
918,"They had five children after which they relocated to Norwich, Vermont where Bush was a Captain of a militia company. ",2061.388888888889
919,"He is assumed to be the son of Richard Bush and Mary Fairbanks both of Dedham, Massachusetts. ",1941.888888888889
920,While in the Senate he also served as chairman of the Republican National Committee from 1971 until 1973. ,2394.1875
921,"Carlucci was deputy defense secretary from 1981 until 1986, national security advisor from 1986 until 1987, and defense secretary in 1987, following the resignation of Weinberger, his nomination by President Ronald Reagan and his confirmation in the Senate by a vote of 91 to 1. ",4904.470588235294
922,Also as a child he severely injured his arm when he put the arm through a door's glass pane. ,1693.1764705882354
923,"He was reelected twice, but had a mixed voting record, often diverging from President Harry S. ",1954.1111111111109
924,"In 1962, Clampett created an animated version of the show called Beany and Cecil, which ran on ABC for five years. ",2465.6111111111118
925,"Her disapproving mother, Jacqueline, lives on but is rarely seen. ",1302.3333333333335
926,"Mary is one of her father's top campaign aides and closest confidantes and lives in Denver, Colorado. ",1664.7647058823532
927,Manning's Passer Rating in the Colts' playoff games against the Broncos and Kansas City Chiefs was a perfect 158.3. ,3328.5625
928,"Following the restoration of Portuguese independence from Spain, and her father's accession to the throne on December 1, 1640, Catherine was engaged to Charles II. ",2540.5
929,There is also some evidence that Henry Ford gave Adolf Hitler direct financial backing when Hitler was first starting out in politics. ,2238.3888888888887
930,"He is the leader of the Adalet ve Kalkinma Partisi (AK Party, or Justice and Development Party). ",2430.0588235294117
931,At one point when a newscaster was conducting a conversation with both of them he asked Dole if he had anything to say to Bush. ,2217.375
932,"Army, he was appointed to lead an expedition through the American West, in areas acquired in the Louisiana Purchase. ",2366.722222222222
933,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator. ",5353.222222222222
934,"In his later years he became known as the last Australian politician to advocate, and use, capital punishment. ",2184.875
935,1815) - soldier. ,373.49999999999994
936,"In March 1819 he married Martha Hodgkins of Philadelphia, Pennsylvania. ",1423.388888888889
937,"In 1986, Schwarzenegger married TV journalist Maria Shriver, niece of the late President of the United States John F. ",2020.1764705882358
938,"Talia Shire (born April 25, 1946) is an American actress of Italian descent. ",2091.1875
939,Clooney was Ferrer's third wife. ,1194.8125
940,"Hodgkin and Huxley's findings led the pair to hypothesize ion channels, which were confirmed only decades later. ",2269.058823529412
941,"Erdoğan played semi-professional football for 16 years and worked for Istanbul's municipal transport company, and became active in politics with the now-defunct Islamist National Salvation Party (Milli Selâmet Partisi), led by Necmettin Erbakan. ",4071.6470588235293
942,It was in Good News (1947) that Lawford won his greatest acclaim as an actor. ,1508.0588235294117
943,"She died in Poughkeepsie, New York of heart failure, which was chiefly due to her diabetes. ",2031.7058823529412
944,"In 1990, he wrote Fighting for Peace, an account of his Pentagon years; in 1996, Weinberger co-authored a book entitled The Next War, which raised questions about the adequacy of U.S. ",3218.5294117647068
945,"Bush stayed in Houston with another family to finish the school year, and spent most summers and holidays at the family estate, known as the Bush Compound. ",2263.6666666666665
946,He received his bachelor's degree in 1965 and master's degree in political science in 1966 both from the University of Wyoming. ,2195.411764705883
947,"During his seventh-grade school year, Coltrane experienced three deaths in his close-knit family; he lost his aunt, his grandfather, and his father. ",2708.055555555556
948,"At the time, it was not possible for the authorities in each area to link the two convictions which would have resulted in the second offence being viewed much more seriously. ",2356.7058823529405
949,"His presidency was marked by new economic policies, dubbed Reaganomics and a confrontational foreign policy towards the Soviet Union and Socialist movements around the world. ",3352.944444444444
950,"Army, but was rejected, mainly because of his troublesome back. ",975.2222222222223
951,"However, a police arrest card similar to the one that haunted President George W. ",1812.647058823529
952,"She was very popular and loved by the people, and the Queens borough of New York City was named after her. ",1989.5555555555559
953,Bush through his son Reverend James Smith Bush. ,1117.3333333333333
954,"During this period, he published Profiles in Courage, highlighting eight instances in which U.S. ",1756.5555555555557
955,"He played Cyrano yet again in the French movie, Cyrano et D'Artagnan. ",1548.75
956,He was married to actress Kim Basinger from 1993 to 2002. ,1645.3888888888891
957,"At an early age, he was profoundly marked by the death of his elder brother Gérard, later prompting him to write the book Visions of Gerard. ",2255.235294117647
958,(c. ,178.44444444444446
959,"He soon recorded Desireless, and it became a hit across Scandinavia and the rest of Europe, and an American release came in 1998. ",2224.0
960,"Governor Buddy MacKay (55% to 45%) to become governor, after courting moderate voters and Hispanics. ",2264.1666666666665
961,Sanford Smith and Priscilla Whipple Smith. ,850.6111111111112
962,"When she became pregnant, Barrymore proposed marriage. ",1173.888888888889
963,"He graduated from West Point in 1843, ranking 21st in a class of 39. ",1588.5
964,"With a few exceptions, Marge spends most of her time tending to housework, minding Maggie, being supportive of Lisa, and either disciplining Bart or defending him from Homer's rage. ",3360.1111111111118
965,"In the spring of 1941, Kennedy volunteered for the U.S. ",957.7222222222223
966,"Once in 1934, during the ninth inning of a Cubs-St. ",1433.0588235294117
967,"He was a radio announcer as an affiliate of the Chicago Cubs baseball games, getting only the bare outlines of the game from a ticker and relying on his imagination and storytelling gifts to flesh out the game. ",3050.8823529411775
968,She is the well-meaning and patient wife of Homer. ,1233.7777777777778
969,He also had a memorable recurring role as elegant and flamboyant attorney Reuben Marino on the soap opera Another World in the early 1980s. ,2807.8125
970,"Page recorded several live comedy albums for the Laff Records label in the late 1960's and early 1970's; One release, Watch It Sucker!, was titled after Aunt Esther's catchphrase to cash in on her newfound TV fame. ",3770.11111111111
971,"Anne Hutchinson (July 17, 1591 - August 20, 1643) was the unauthorized Puritan preacher of a dissident church discussion group, and pioneer in Rhode Island and the Bronx. ",3929.4444444444453
972,"Though he was active before 1955, his prime years were between 1955 and 1967, during which time he reshaped modern jazz and influenced generations of other musicians. ",2760.0555555555547
973,George W. ,325.2352941176471
974,"His father, Josiah Franklin, was a tallow chandler, a maker of candles, who married twice. ",1870.2352941176468
975,"However, it is widely believed that Louise was the daughter of Struensee - portrait comparisons have supported this. ",2320.8125
976,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William. ",6228.777777777778
977,Cheney was elected to represent Wyoming in the U.S. ,1360.9411764705883
978,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",3116.944444444445
979,Laurance married Mary French in 1934. ,1538.5555555555557
980,"That year, he also married Rose Fitzgerald, the daughter of John F. ",1341.9411764705883
981,"Her most notable physical feature is her blue hair, styled into an improbably high beehive. ",2203.9444444444443
982,"Kennedy, Jr., on whom his family had pinned many of their hopes but who was killed in the war). ",1359.1666666666665
983,Frank J. ,119.61111111111113
984,He entered the U.S. ,211.4705882352941
985,"On January 28, 2005 it was revealed that he accepted money from the George W. ",2071.3888888888887
986,"He made his debut as a film director in the 2002 feature Confessions of a Dangerous Mind, an adaptation of the implausible autobiography of groundbreaking TV producer Chuck Barris. ",3013.2941176470586
987,"The family moved around 1810 to Springport, in Cayuga County in the Rochester, New York area. ",2086.333333333334
988,"They had two children, Dolores Ethel Mae Barrymore and John Drew Barrymore (father of Drew Barrymore). ",2069.5555555555557
989,"When left-wing SLA terrorists kidnapped Patty Hearst in Berkeley and gave a list of demands that included free distribution of food to the poor, Reagan suggested that it would be a good time for an outbreak of botulism. ",4449.882352941176
990,The business was dissolved in 1834 due to the difficulties in placing Long's locomotive designs into production. ,2224.8333333333335
991,"The following month, as a brevet major in the U.S. ",1408.6111111111113
992,She was at one time a co-host on CNN's Crossfire. ,1141.2352941176468
993,"Howard was born at Barlow Bend, Alabama (""three wagon greasin's from Mobile""). ",1733.7777777777776
994,"The co-founder, working alongside Bush as a partner, was T. ",977.3333333333331
995,Senators risked their careers by standing by their personal beliefs. ,991.4444444444445
996,"He participated in various commands in the Pacific Theater and earned the rank of lieutenant, commanding a patrol torpedo boat or PT boat. ",2305.9444444444443
997,"When Baldwin was young, he had a job as a busboy at famous New York City disco Studio 54. ",2150.9444444444443
998,"Kennedy's other decorations of the Second World War include the Purple Heart, Asiatic-Pacific Campaign Medal, and the World War II Victory Medal. ",2248.0555555555557
999,"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company. ",3231.3333333333335
1000,In 1958 Ferrer appeared in I Accuse! ,1529.625
1001,"Louis Cardinals game, the wire went dead. ",818.3529411764705
1002,The book was awarded the 1957 Pulitzer Prize for Biography. ,1196.0
1003,"Kennedy is also the only Roman Catholic ever to become President, the first president to serve who was born in the 20th century, the last to die while still in office, the last Democrat from the North to be elected, and the last to be elected while serving in the U.S. ",5309.833333333333
1004,"Catherine introduced, and made fashionable, the custom of drinking tea in England. ",1385.7222222222222
1005,"Christian VII (January 29, 1749–March 13, 1808), King of Denmark and Norway, Duke of Schleswig and Holstein. ",3024.125
1006,W. ,39.55555555555557
1007,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers. ,2061.3888888888887
1008,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island. ,3937.3333333333335
1009,"He was, for a short time, a commentator opposite Bill Clinton on CBS's 60 Minutes. ",1935.125
1010,"He appeared in 1953's Miss Sadie Thompson opposite Rita Hayworth, in 1954's The Caine Mutiny and the MGM musical Deep in My Heart. ",3321.75
1011,He also got to dance and sing as well and held his own against the other cast. ,1488.7647058823527
1012,"His mother, Abiah Folger, was born in Nantucket, Massachusetts on August 15, 1667, to Peter Folger, a miller and schoolteacher, and his wife Mary Morrill a former indentured servant. ",3459.058823529411
1013,The cgs unit of electric charge has been named after him: one franklin (Fr) is equal to one statcoulomb. ,2506.7058823529405
1014,"Following this he returned to Philadelphia in 1726 with the help of a merchant named Thomas Denham, who gave Franklin a position as clerk, shopkeeper and bookkeeper in Denham's merchant business. ",3834.5882352941167
1015,1728 - c. ,468.22222222222223
1016,He ultimately sank into a condition of mental stupor. ,1163.4375
1017,"She died from multiple strokes and lung cancer on November 6, 2004 in Tarzana, California at the age of 70. ",2367.777777777778
1018,"Williard Fair, a well-known local black activist and head of the Greater Miami Urban League. ",1626.166666666667
1019,Bush. ,77.6470588235294
1020,"John ran away at age 17 and signed a film contract, but he repeatedly abandoned leading roles and had no major film career. ",2186.5555555555557
1021,He was a naval officer from 1952-54. ,1029.294117647059
1022,"At the academy, he established a reputation as a fearless and expert horseman. ",1356.611111111111
1023,Senate. ,104.83333333333331
1024,"The contest between the two was bitter, although they differed little on issues. ",1522.8125
1025,"By the 1964 election, Reagan was an outspoken supporter of conservative Republican Barry Goldwater. ",1909.5555555555554
1026,He was the victim of sexual abuse several times in childhood. ,717.6470588235293
1027,"In the 1970s, Arista also had an extensive jazz line, most notably its Freedom imprint, concentrating on contemporary, sometimes avant-garde, musicians and widely praised reissues from the legendary Savoy label. ",3534.1666666666665
1028,"In 1998, he began narrating the American version of the children's series Thomas the Tank Engine and Friends. ",2099.6111111111113
1029,"House of Representatives to replace Teno Roncalio, who had resigned from Congress. ",1281.1176470588236
1030,Truman and the rest of the Democratic Party. ,475.8888888888889
1031,"Their three children, now grown, are George P. ",1042.7222222222222
1032,"In November 1977 he was sent to the Venezuelan capital of Caracas, in South America, to open a new operation for the bank. ",2160.722222222222
1033,His nephew is the actor Jack Davenport. ,1064.625
1034,"Following his death, Catherine remained in England through the reign of James II of England and returned to Portugal during the joint reign of William III and Mary II. ",3059.666666666668
1035,Navy accepted him in September of that year. ,642.1111111111112
1036,"She died of cancer there on May 11, 1775. ",1168.0625
1037,Thaw. ,192.61111111111111
1038,Kennedy. ,87.41176470588233
1039,"I should say not, dear fellow'. ",881.7222222222224
1040,She currently works for the State Department's Near East Affairs Bureau. ,1544.1764705882354
1041,"He put up even more impressive numbers in his last season (3,819 yards, 36 touchdowns) and finished second in Heisman Trophy voting to The University of Michigan's Charles Woodson, although he was unable to beat arch rival University of Florida for the fourth consecutive time. ",5899.0625
1042,and Noelle. ,273.6111111111111
1043,"He was noted for his lyrical playing, and performed with John Coltrane, Dexter Gordon, Hampton Hawes, Jackie McLean, and Ike and Tina Turner, among others. ",2341.1666666666674
1044,"Army as a private in 1941, was commissioned, and served in the Pacific theater. ",1463.9411764705883
1045,"However, the U.S. ",327.55555555555554
1046,"With his interest in race cars, he formed a second company, the Henry Ford Company. ",1921.9444444444443
1047,"Following the 1980 presidential election, Bush and his family moved to Miami-Dade County, Florida. ",1653.2222222222222
1048,"Eventually, John Winthrop decided to take Hutchinson out of power before her influence became too strong among the community's men. ",2569.4444444444443
1049,"For a time in the summer of 1823, his expedition was joined by Italian explorer Giacomo Beltrami. ",2051.5
1050,"He became submissive to upstart Johann Friedrich Struensee, who rose steadily in power in the late 1760s. ",2738.25
1051,"George David Birkhoff (21 March 1884 - 12 November 1944) was an American mathematician, and one of the most important leaders in mathematics in the USA in his generation. ",2682.777777777778
1052,"During his time, he also befriended another actor named Grant Heslov, a close friend and frequent collaborator with Clooney who co-wrote Good Night, and Good Luck., and is the president of Clooney and director Steven Soderbergh's production company Section 8 Entertainment. ",4780.64705882353
1053,Henry Ford advocated long-time associate Harry Bennett to take the spot. ,1837.8888888888887
1054,He and his wife had seven children. ,796.5
1055,He played William Barrett Travis in a movie about the Alamo called Thirteen Days of Glory. ,2384.9999999999995
1056,Bush and Barbara Bush. ,364.7777777777778
1057,The neglected and lonely Caroline Mathilde drifted into an affair with Struensee. ,1966.875
1058,"Rosemary Clooney (May 23, 1928 - June 29, 2002) was an American popular singer and actress. ",2529.2777777777774
1059,Bush and maintained by the Rock Springs Police Department shows that Cheney was fined $100 for his second DWI conviction. ,2301.9411764705883
1060,"(recently married), John E. ",497.00000000000006
1061,"His parents divorced when John was around 6 years old in 1935, but he claimed (most likely fallaciously) to have met his father only once. ",3296.722222222223
1062,"John Fitzgerald Kennedy (May 29, 1917 - November 22, 1963), often referred to as Jack Kennedy or JFK, was the 35th President of the United States. ",2543.4444444444443
1063,"He was cremated, and the ashes were interred in the Eden Memorial Park Cemetery in Mission Hills, Los Angeles, California. ",1927.666666666667
1064,"On 2005-04-12, Bob Dole released his biography One Soldier's Story: A Memoir (ISBN 0060763418), which talks of his World War II experiences and his battle to survive his war injuries. ",4368.0625
1065,No Barrymore would allow such a conventional thing to happen to him. ,1571.4444444444443
1066,"In The Law of Civilisation and Decay (1895), Adams noted that as new population centers emerged in the west, centers of world trade shifted from Constantinople to Venice to Amsterdam to London. ",4520.11111111111
1067,He also played for the New Haven Eagles and Bronx Tigers of the Canadian-American Hockey League. ,1709.1176470588234
1068,"His behaviour is often oafish, clumsy, and insensitive, but he still remains lovable. ",1448.9444444444441
1069,"When Bush was seventeen, he went to Leon, Mexico, as part of his school's student exchange program. ",1596.6111111111113
1070,"He was campaign manager for Ford's 1976 presidential campaign, while James Baker served as campaign chairman. ",2298.588235294118
1071,He regularly delivers speeches in both English and Spanish due to the large number of Spanish speaking residents of Florida. ,1800.0555555555557
1072,"In 1814, he was commissioned a lieutenant of engineers in the United States Army. ",1784.9444444444448
1073,"While the identity of William's mother remains unknown, perhaps the responsibility of an infant child gave Franklin a reason to take up residence with Deborah Read. ",2674.2352941176473
1074,The mathematician Garrett Birkhoff (1911-1996) was his son. ,1215.9444444444446
1075,"The specific purpose of the voyage was to the find the sources of the Platte, Arkansas, and Red rivers. ",1962.9444444444446
1076,Kennedy was a member of the prominent Kennedy political family. ,968.1111111111111
1077,While a printing apprentice he wrote under the pseudonym of 'Silence Dogood' who was ostensibly a middle-aged widow. ,2647.3529411764707
1078,"In 1912, his interests developed into using his mathematical skills assisting Henry Moseley on X-ray diffraction. ",2195.764705882353
1079,"In particular, Baldwin is one of the most frequent hosts of Saturday Night Live, leading the show eleven times and also making cameo appearances regularly. ",2241.7222222222226
1080,"Mildred was the sister of Al Rinker, who also sang with Paul Whiteman. ",1392.4705882352944
1081,"Doctors were able to save the arm, but the injury bothered him for many years. ",1092.0588235294117
1082,"In 1958, Kennedy published the first edition of his book A Nation of Immigrants, closely following his involvement in the Displaced Persons Act and the 1957 bill to bring families together. ",3153.5
1083,"He was undersecretary of Health, Education and Welfare when Weinberger was secretary during the Nixon administration. ",2312.1764705882347
1084,"Webster English Young (December 3, 1932 - December 13, 2003) was an American jazz trumpeter and cornetist. ",2164.5555555555557
1085,nan of the other Bouvier family members approves of Marge's marriage to Homer. ,1457.3333333333335
1086,"He was also the father of 3 children, including actress Drew Barrymore. ",1589.4444444444448
1087,"He started writing his first novel, called The Town and the City. ",1085.058823529412
1088,"She was seen as a useful conduit for contracting an alliance between Portugal and England, after the treaty of the Pyrenees in 1659 where Portugal was arguably abandoned by France. ",3097.222222222222
1089,"Soon after he was born, he moved to New York with his father, where he began acting and playing music. ",1495.6470588235293
1090,"He was drafted by the San Jose Earthquakes in the third round of the 2005 MLS SuperDraft, but opted to not show up for camp, instead signing with the nearby Sounders. ",3315.1764705882347
1091,He played college football for Alabama and was a teammate of legendary coach Bear Bryant. ,1653.1666666666667
1092,"She served from 1986 to 1996 as Chair of the National Endowment for the Humanities, appointed by Ronald Reagan. ",2290.8823529411766
1093,"Like many other Quebecers of their generation, the Lévesques and Kerouacs were part of the Quebec emigration to New England to find employment. ",2493.470588235294
